1705,-0.20690577,-7.97916126,-0.83542657,0.0070823,0.48766059,0.09875203,0.15703639,0.35251138,2.97398496,0.05522142,0.1321578,0.23276566,0.19669668,0.18585376,0.20624043,0.39396343,-1.51286495,0.49749333,0.61003047,0.78006136,0.70808595,0.21073419,0.08256432,0.21056652,-0.19332907,-0.07108239,0.93714511,0.24354787,-0.16093655,-1.09373236,0.13577309,-0.55074608,-0.35618359,-0.10153614,1,54:59.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,-0.03214851,0,-0.66109151,-0.12189133,-0.35361287,-0.05379518,0.06071589,0.34074268,0,0.06124934,-0.0775723,0.31738654,-0.05674296,-0.12665051,0.22263953,0.38751367,-5.15362358,0.29105589,0.66738158,0.53947049,0.74436086,0.3312771,0.21338411,0.70800698,0.32839414,-0.08059574,1.12180912,0.15732054,-0.16495363,-1.09373236,0.13577309,0,0.49228165,-3.34530067,1,54:59.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,-0.20690577,0,-0.66109151,-0.23445059,-0.35361287,-0.14698489,0.02991598,0.35675675,2.97398496,0.13220653,-0.15050301,0.23880118,0.02031491,-0.15321679,0.14628708,0.3773877,-5.18478823,0.19920091,0.59687114,0.84827358,0.50387198,0.32217282,0.27310815,0.95088041,0.4871982,-0.20146722,1.08239186,0.14805329,-0.18014142,-1.09373236,0.13577309,6.24323845,0.9921838,10.37188244,1,54:59.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,-0.03214851,0,-0.70810163,0.30268565,1.71586263,-0.1236257,0.05385579,0.3704707,4.55760193,0.23659298,0.09467898,0.27909374,0.29233515,0.45993805,0.16390876,0.35723031,-0.26727003,-0.02415077,0.49714237,0.65300065,0.33816281,0.17846875,-0.08958702,0.57153773,0.59042066,-0.076387,0.72162449,-0.01747847,-0.15236177,-0.61218643,0.13486926,3.35689068,-0.35618359,-2.38863301,1,54:59.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,-0.20690577,0,-1.18575585,0.30268565,0.3674953,-0.22370972,-0.06253634,0.34989342,-2.06967998,0.35006547,0.07135443,0.303904,0.27362782,0.29917225,0.14416027,0.20018944,-2.35591388,0.16048481,0.32792309,0.43079907,0.29053739,-0.01400216,-0.44690025,0.75880837,0.86162245,-0.29085788,0.51422548,0.23556325,-0.05509555,-3.01133871,0.21122195,-0.25121635,-0.97117031,-0.89468151,1,54:59.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,0.14833899,0,-0.47285736,-0.73492968,-3.16543221,-0.1956834,0.0197624,0.38129473,1.74578261,0.30304882,-0.03430335,0.42952302,0.03542927,-0.20957156,0.25883681,0.1245623,0.47998562,0.09566599,0.49714237,0.55617869,0.47962424,0.22556439,0.09982401,0.77816939,1.07550144,-0.03241262,0.60794657,0.07896981,0.02987147,-3.90331984,0.30127099,1.76619589,-2.66090894,2.6374197,1,55:00.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,-0.03214851,0,-0.66109151,-0.34324706,-0.86070681,-0.08125157,0.13346431,0.35063091,-0.10632587,0.20189039,0.15706454,0.30011287,0.15271381,0.27332118,0.15684293,0.15163508,-1.87184298,0.07934611,0.29055282,3.71043348,0.15178874,0.04643318,-0.54307264,0.66270792,0.64992714,-0.0673662,0.49656856,0.18271327,0.01947293,-4.90919495,0.31984237,-0.43177715,-0.53916699,-2.8580358,1,55:00.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1.37667251,0,4.61789227,-0.43932635,-0.35361287,0.03121489,0.15171513,0.13123253,1.74578261,0.08326047,0.08998287,0.30109093,0.08668903,0.29386386,0.18503316,-0.00111104,-0.34719253,0.00420862,0.11537015,0.34108797,0.18037343,0.06217133,0.14416884,0.63355148,0.83514988,0.24425481,0.88014972,0.13184746,0.02399276,8.77479076,0.22416073,4.78931093,-0.35618359,-0.52780879,1,55:00.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,-0.20690577,0,0.17551349,0.0070823,1.71586263,0.08712493,0.13578646,-0.10916862,0.74213928,0.02684118,0.07135443,-0.02349571,-0.12135609,-0.06705085,0.0032577,-0.10929148,-0.4867565,0.31432936,0.00033693,-0.22272582,0.50723547,-0.13178925,-0.60693395,0.47806966,0.4005757,0.15575968,1.12180912,0.15381831,0.01361764,1.13532436,0.14484011,1.31007814,0.56541407,1.51292539,1,55:00.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,0.14833899,0,0.56719613,-0.34324706,-0.86070681,-0.05736775,-0.03310279,-0.1484089,-2.06967998,-0.05767095,0.05739593,0.08185225,0.02320547,0.17884144,0.02806855,-0.11942738,-0.21874453,-0.1826345,-0.0504513,3.56165481,-0.01549159,0.08398298,0.11323292,0.14628942,-0.01169986,0.26815563,1.03841996,0.23513803,0.03080563,3.72418976,0.10973865,-1.73477972,-0.97117031,-3.86167884,1,55:00.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,0.33494565,0,1.75904512,-0.88338208,-0.05689882,-0.01631332,0.0182728,-0.11681709,-1.48976326,-0.00684584,-0.00636282,0.0244572,0.11497576,0.2466525,-0.01035226,-0.11346203,0.79575616,0.13266754,-0.06602521,0.0089648,0.43892881,0.12871099,0.32094708,0.37475529,0.15459065,0.23143789,1.14159346,0.02212452,0.00675104,4.9593277,0.08996484,-0.55074608,-1.09125018,-1.56196201,1,55:00.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,-0.03214851,0,-0.3107622,0.30268565,1.71586263,0.07299628,0.08001762,-0.0938607,-0.10632587,-0.00627091,0.13376017,0.08929037,-0.09288114,0.17195384,-0.01496907,-0.11942738,0.31466985,0.05478102,0.02392529,3.50134754,0.15057558,0.06075351,-0.09940309,0.16463028,0.00916165,0.20805095,1.26697671,0.25881103,0.03513718,8.77479076,0.1447183,0.16815712,1.95574522,-1.72262061,1,55:00.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,0.72834647,0,4.37715006,0.60128778,4.18312883,0.27276409,0.23136623,-0.06588639,1.74578261,-0.00571329,0.08534876,0.1434029,-0.1751457,-0.21066415,0.08785837,-0.00148349,-1.25525403,0.45386606,0.12742543,0.19151898,0.68258888,-0.00418711,0.0483855,0.7541104,0.56913775,0.29840505,1.66671312,0.01553065,0.00664353,0,0.11699637,5.58873415,-2.66090894,-4.69366789,1,55:00.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,0.52810103,0,2.31863284,0.12402212,7.57385635,0.16218573,0.12842846,-0.0530777,0,0.00850773,0.02155609,0.12245579,-0.07468414,-0.33349332,0.08085258,0.05263955,-8.09392834,0.67195177,0.29055282,0.24955569,1.09821403,0.03203933,0.1166527,0.82205915,0.65632075,0.20805095,1.78249288,0.09334664,0.0455861,0,0.12958319,0,-0.80880022,-6.99839354,1,55:00.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,-0.20690577,0,0.58610582,-0.12189133,-0.35361287,0.15744101,0.19745614,-0.0145105,1.74578261,-0.03738995,0.06667851,0.1434029,-0.05182477,-0.03917678,0.07764307,-0.02233815,-1.20567036,0.3255738,0.11537015,-0.13817032,0.46053317,-0.0533819,-0.33095023,0.68248576,0.57401359,0.18457207,1.75476384,0.03942642,0.01963671,0,0.09715183,3.35689068,1.31767571,0,1,55:00.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,-0.20690577,0,-0.66109151,-0.04764371,0.48766059,0.14913994,0.23666942,0.02949156,-0.8413924,-0.00180065,0.12914562,0.04026285,0.01012063,-0.00364,-0.01601588,-0.09828556,-0.84995335,0.16040629,0.10339033,3.50134754,0.32297447,0.04020475,-0.30407834,0.5670349,0.31341359,-0.04398492,1.53200006,0.26880834,0.04034467,0.49172541,0.10524203,-1.4359957,-0.39125359,-3.05973673,1,55:01.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,-0.20690577,0,-2.53405452,-0.12189133,1.95111251,0.24860071,0.30476153,0.05741028,6.78961849,0.00491498,-0.01103086,0.2229289,-0.13580927,-0.04965171,0.0426046,0.00704982,-1.20010257,0.45116431,0.14350714,-0.07786289,0.73528004,0.00988169,-0.09940309,0.38817191,0.35068253,0.09726826,1.50550151,0.04048089,0.01535174,6.53150272,0.10524203,7.1818018,-0.35618359,-4.69366789,1,55:01.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,0.14833899,0,0.17551349,0.26979128,0.3674953,0.13317108,0.21576953,0.10579906,2.97398496,0.03937866,0.01692197,0.31266773,0.09247352,-0.15823446,0.16507998,0.02288354,-2.72515464,0.42779848,0.19617614,0.3115066,0.80495924,0.19213462,0.40795448,0.92172402,0.83175206,0.08690127,1.80487454,-0.03779977,0.00843922,12.55616951,0.09739085,13.24858665,-1.09125018,-3.34530067,1,55:01.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,-0.54060721,0,-3.35765409,0.95161712,3.29947996,0.13798611,0.27157128,0.1579783,-0.10632587,0.03665002,0.08534876,0.1570012,0.12332121,-0.18275481,0.10583331,-0.06390787,-0.4702068,0.16885541,0.12742543,2.11784124,0.3064155,-0.0533819,-0.49735269,0.48029408,0.32947642,0.19182327,1.6178385,0.18400642,0.0369387,0,0.1447183,0.01262521,2.79731679,-3.64532709,1,55:01.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,-0.37628487,0,-1.57743847,0.62012064,3.29947996,0.21650831,0.37531766,0.22356878,4.55760193,0.01717795,0.07603466,0.39099231,-0.11540903,-0.07757977,0.17788999,0.02288354,-1.13883233,0.18334019,0.23697743,0.13089657,0.41019696,-0.12648137,-0.43987802,0.52156198,0.4304443,0.17898381,1.68862784,0.217315,0.04994215,6.53150272,0.13681008,2.42070007,0.56541407,6.29061556,1,55:01.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,-0.20690577,0,-0.47285736,1.22642434,4.99810791,0.21307845,0.40177771,0.22865131,-0.10632587,0.04327989,0.06667851,0.33493733,0.23312113,0.33007416,0.15457813,0.09384124,0.46646687,0.07168311,0.12742543,2.14617109,0.21233511,-0.06742042,-0.56953806,0.59969217,0.45072061,-0.18639462,1.68862784,0.14438798,0.01968329,3.72418976,0.13935469,2.76310802,1.30737436,1.09331977,1,55:01.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,0.14833899,0,0.17551349,0.30268565,0.48766059,0.26752663,0.44468355,0.24123956,-0.10632587,0.01767379,0.10595891,0.20088086,-0.11756696,0.20705333,0.09178779,0.01727257,0.213348,-0.04059109,0.12742543,-0.04907192,0.14904794,0.03302144,-0.29072347,0.40540436,0.20418349,-0.00792133,1.6178385,0.25087798,0.03259292,2.72742534,0.13935469,0.55290002,1.30737436,-2.66459179,1,55:01.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,-0.03214851,0,0.006189,0.30268565,0.3674953,0.0658027,0.32193208,0.27281183,2.97398496,0.03451834,0.10131015,0.22425893,0.14884593,0.00287865,0.15457813,0.10505889,-0.71067125,0.16346952,0.15562487,3.71043348,0.32297447,0.17424035,-0.04895067,0.34141931,0.23739865,0.06947926,1.68862784,0.24136692,0.0369387,1.87401319,0.13486251,-0.9931767,0.56541407,-0.7134968,1,55:01.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,0.14833899,-11.79428196,2.15072775,-0.2777473,-1.8643502,-0.0000263,0.32813886,0.32064748,-0.8413924,0.05208332,0.02964139,0.20301031,-0.19338802,0.28683093,0.05274157,0.05263955,-0.36411569,-0.31671458,0.11537015,2.41458035,-0.13420404,0.16782419,0.04313393,0.66270792,0.52452898,-0.09002719,1.73258412,0.23101255,0.00675104,1.87401319,0.10007611,-1.12342775,-2.31953764,-3.74674463,1,55:01.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,0.33494565,-7.97916126,0.56719613,-0.34324706,-0.86070681,0.18152562,0.48284513,0.36827382,-0.10632587,0.12559174,0.10131015,0.32398909,0.01923872,0.16643319,0.17788999,0.0901476,-0.03250728,0.45833603,0.27398512,0.0089648,0.60690606,0.07745168,-0.30407834,0.4319663,0.44382954,-0.0673662,1.80487454,0.25022274,0.02743504,6.53150272,0.12698321,-0.61086762,-0.39125359,-1.47617674,1,55:01.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,-0.03214851,0,-0.0811747,0.62012064,3.29947996,0.13317108,0.48045868,0.39826152,2.97398496,0.22646973,0.06206396,0.3902216,-0.00581891,-0.02817645,0.18738016,0.06777436,-1.50038898,0.35549664,0.39918828,0.19151898,0.72293347,-0.11726168,-0.60693395,0.74608898,0.60336566,-0.09002719,1.96951091,0.23119923,0.03171701,3.72418976,0.1447183,0.0777188,0.25711724,3.1019659,1,55:02.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,0.52810103,0,4.11100435,0.20960517,1.87840354,0.13798611,0.45674717,0.39573029,2.97398496,0.22137377,-0.0994508,0.30998945,0.19473663,0.12734473,0.1862042,0.16920032,-1.39702845,0.52184945,0.45437402,0.3115066,0.90203273,-0.08913537,-0.53770888,0.73083562,0.66122597,-0.15735619,2.09191203,0.16524202,0.00675104,0,0.13753082,0.11179173,-1.09125018,4.94229984,1,55:02.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,-0.37628487,0,0.26915461,0.26979128,1.95111251,0.06523503,0.39090496,0.45187747,4.55760193,0.29093391,-0.01103086,0.25279534,-0.02999482,-0.27637243,0.17156111,0.12888598,-5.46043158,-0.01643773,0.44158185,0.5254218,0.27374259,0.12233847,-0.07541613,0.6633637,0.39823943,-0.29638293,2.42597961,0.20394932,-0.0824023,2.72742534,0.1777024,-3.57537389,-1.09125018,-2.39770031,1,55:02.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,-0.03214851,0,-0.47285736,-0.04764371,0.3674953,0.07721698,0.4015739,0.41128448,1.74578261,0.12629351,-0.02489719,0.25083959,0.03121821,0.26265463,0.17680687,0.21193194,0.18666337,0.39587644,0.45437402,0.25424442,0.6732446,0.07001772,-0.15221304,0.87439024,0.45803025,-0.11413897,2.42597961,0.29953831,-0.0930457,8.77479076,0.17559081,-1.50741363,0.9921838,1.51834857,1,55:02.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,0.93608499,0,3.78259158,-0.12189133,-0.35361287,0.30027035,0.54787701,0.42028704,6.78961849,0.15298828,0.03422849,0.30011287,0.06539837,-0.20957156,0.22635023,0.22353423,-2.45056319,0.3255738,0.45437402,0.65300065,0.70282245,0.24695785,0.371602,0.97666132,0.72990412,-0.12620535,2.3699131,0.19924523,-0.08157827,0,0.17021964,1.76619589,-0.35618359,1.68075204,1,55:02.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,-0.37628487,-7.97916126,-0.66109151,-0.34324706,-0.86070681,0.20137419,0.51779491,0.47727144,-0.10632587,0.31042907,0.11061125,0.29242355,0.01266833,0.42211404,0.16734394,0.20007955,-0.18071835,0.16346952,0.35717139,0.37766552,0.42117742,0.27823874,0.48555666,1.03218722,0.96476805,-0.13587797,2.26550126,0.28083098,-0.01465582,12.55616951,0.21161249,-1.50741363,0.25711724,-1.94669914,1,55:02.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,-0.20690577,0,-0.47285736,0.61963683,2.67253041,0.22143385,0.54775643,0.48740467,1.74578261,0.42132223,0.12914562,0.43147397,-0.02999482,0.33488956,0.20238185,0.21238931,0.6485374,0.08180593,0.35717139,0.49483532,0.27895367,0.25563341,0.23601058,0.83120751,0.82219213,-0.12276658,2.04493046,0.19924523,0.0500387,0.49172541,0.23771124,2.38265038,0.25711724,2.74112749,1,55:02.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,-0.03214851,0,0.46652433,-0.04764371,0.48766059,0.36554036,0.59300286,0.36000726,-0.8413924,0.2075455,0.19486685,0.37816781,0.15555426,0.31150839,0.1862042,0.10505889,0.2697069,0.29060102,0.26165548,0.34108797,0.54058421,0.08441156,-0.020984,0.66421258,0.48686582,-0.03451657,1.99259615,0.30251098,0.0369387,2.72742534,0.23707034,1.19384539,1.95574522,1.24677956,1,55:02.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,-0.20690577,0,-0.66109151,0.26979128,1.95111251,0.48288691,0.5255363,0.02138521,6.78961849,0.01205294,-0.06697363,0.17019571,0.11415461,0.16507816,0.07229736,0.05865745,0.14647686,0.11125384,0.22062075,0.13089657,0.2866793,-0.07184933,-0.33095023,0.63016778,0.30014983,0.11930107,2.42597961,0.17372465,0.03006006,2.72742534,0.14018247,-3.57537389,-0.35618359,0.68261021,1,55:02.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,-0.03214851,0,-1.05277419,0.26979128,1.95111251,0.66943997,0.38014984,-0.24239051,1.74578261,0.00508036,0.06667851,0.09298326,-0.30391589,0.16507816,-0.00148446,0.043931,-0.14999418,0.50231367,0.23697743,0.16272801,0.6664148,0.02544435,-0.17788997,0.64568257,0.20652202,0.24199367,2.82860351,0.23678212,0.02559876,0,0.10521135,2.75676489,1.84064901,6.29061556,1,55:02.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,-0.03214851,0,-1.18575585,0.26979128,1.95111251,0.5231353,0.3107048,-0.29718232,1.74578261,-0.00223439,0.11987081,0.0797191,0.16921993,0.1268981,0.00810658,-0.02712063,0.38314712,0.49390599,0.29055282,-0.0100336,0.89509577,-0.19006373,-0.7149179,0.52354258,0.05157545,0.17148162,2.77501011,0.10628672,0.02133349,0,0.04907943,3.31060934,0.9921838,0.30792961,1,55:03.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,-0.20690577,0,-1.49682987,-0.04764371,0.3674953,0.51932979,0.30287522,-0.23076451,0.74213928,-0.03481847,0.11987081,0.04942514,0.12152799,0.33205748,0.00261926,0.08795261,1.24155843,0.0625274,0.03578175,2.17464709,0.04421448,0.04709024,-0.09940309,0.29046169,-0.18479198,0.24199367,2.52709413,0.2272694,0.02045858,0,0.07024948,-0.38648114,1.30737436,-2.8272016,1,55:03.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,-0.20690577,0,-0.47285736,-0.23445059,-0.35361287,0.59141642,0.41772461,-0.12907046,1.74578261,0.03200075,0.07603466,0.34447178,0.0376904,0.00329102,0.13587685,0.00305062,0.09680862,0.29145831,0.22062075,-0.1665002,0.60437942,0.03302144,-0.21607438,0.79914385,0.33473536,0.18457207,2.91694927,0.22881672,0.02559876,0,0.0831126,1.31170332,1.84064901,-0.09273929,1,55:03.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,-0.03214851,0,-0.47285736,0.20960517,-0.35361287,0.58761001,0.586119,0.07590769,0,0.01790884,0.0262522,0.35232335,0.124842,-0.22668003,0.16734394,0.10409769,-1.59067166,0.68601942,0.36971706,0.3115066,1.0244031,0.2166262,0.29399982,1.05703437,0.81935894,0.17898381,2.88956952,0.2286038,0.01860903,0,0.07036511,4.5446105,-1.81244361,-0.08375302,1,55:03.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,-0.03214851,-7.97916126,-0.47285736,-0.04764371,-0.86070681,0.45289946,0.73492217,0.33309305,2.97398496,0.05184367,0.16176064,0.44627622,0.10261849,0.12256742,0.15250231,0.02071114,-2.01593781,0.02082149,0.29055282,0.3115066,0.15954687,0.01515229,-0.24302162,0.83685195,0.64696985,-0.0774117,2.47634387,0.34296674,0.01682737,12.55616951,0.13639951,-1.12342775,1.30737436,-2.30253744,1,55:03.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,-0.03214851,-7.97916126,-1.05277419,-0.34324706,-0.86070681,0.50749785,0.87443626,0.45250568,1.74578261,0.18668829,0.16176064,0.33725488,0.17404151,0.59106237,0.08785837,0.23341836,0.39000586,-0.03364081,0.24930294,0.13023879,0.02496347,0.07745168,-0.09940309,0.5244621,0.4413192,-0.03451657,2.24124575,0.25383553,0.00670461,0,0.19434759,-0.08769709,1.30737436,-0.60532898,1,55:03.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,0.14833899,0,0.46652433,0.26979128,1.95111251,0.5159744,0.82618111,0.50614417,10.60473919,0.3411603,-0.03430335,0.53508675,-0.05495854,-0.11576083,0.20238185,0.1897358,-5.48403549,0.47403532,0.53600127,0.43079907,1.09538674,0.12983523,-0.09940309,1.11564457,1.01918864,0.01078905,2.52709413,-0.05027992,0.01191304,8.77479076,0.20401902,0,1.31767571,-3.34530067,1,55:03.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,-0.03214851,-7.97916126,-0.26854226,0.3240335,1.44432831,0.43829381,0.81909668,0.50252664,-0.10632587,0.24291213,0.05739593,0.2802864,0.19259138,0.42544898,0.10040837,0.22811678,-0.46251026,-0.26895639,0.24930294,3.85995722,-0.25199953,0.11543006,-0.4337461,0.55371034,0.09439469,-0.36539745,2.24124575,0.23681436,-0.01379972,0,0.22127676,0.27549189,1.91367805,-3.94335032,1,55:03.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,-0.20690577,0,-0.66109151,0.30268565,1.71586263,0.57133192,0.91889834,0.51806921,1.74578261,0.24616921,0.02155609,0.39212587,0.08730394,-0.14378808,0.20238185,0.20081659,-2.38568115,0.0520467,0.44158185,0.55617869,0.37107274,0.13946155,-0.112812,0.84646088,0.64500183,-0.33026764,2.61069512,0.07150939,-0.03826321,0,0.20608874,-2.85578108,-1.09125018,0.2901465,1,55:03.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,0.14833899,0,0.91058004,0.60128778,1.95111251,0.5481773,0.9351483,0.55837238,-0.8413924,0.42513955,0.1040247,0.48396373,0.12028135,0.17399277,0.25745702,0.239444,-1.27391064,0.39587644,0.51006508,2.41458035,0.76560348,-0.04309388,-0.65079993,0.79908079,0.69247127,-0.25674945,2.47634387,0.24326229,-0.00865537,0,0.23209159,-3.70771217,-0.97117031,-4.36105442,1,55:03.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,-0.20690577,-7.97916126,-0.47285736,0.61963683,0.48766059,0.62616259,0.97096527,0.56104952,1.74578261,0.36951476,0.16176064,0.49242595,0.1948171,0.11913359,0.19799981,0.18359593,-3.18497968,-0.114701,0.42460606,0.55617869,0.15954687,0.19306283,0.07287676,1.03928709,0.93788028,-0.26717529,2.3451941,0.06839857,-0.00010224,0,0.26042056,-3.29821157,-0.01450265,-2.68871117,1,55:04.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,-0.03214851,0,-0.47285736,0.30268565,0.48766059,0.46050993,0.88717437,0.56034058,1.74578261,0.39100426,0.10867459,0.52270055,0.07321429,0.11913359,0.17788999,0.22751875,-2.44469929,0.12046979,0.39918828,0.43079907,0.32865688,0.07001772,-0.22953737,1.14005697,0.99500757,-0.21684715,2.39474392,0.20510072,0.03171701,0,0.24802166,-1.4026773,-1.73962092,-3.52531624,1,55:04.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
